"slug","faqJson"
"what-is-the-sellers-disclosure-notice-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the Seller's Disclosure Notice in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Seller's Disclosure Notice is a written notice Texas Property Code section 5.008 requires from a seller of residential property with not more than one dwelling unit. It discloses known condition, defects and flood history. If the seller delivers it after the contract is signed, the buyer may terminate for any reason within seven days after receiving it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if the seller gives the disclosure after the contract is signed?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas Property Code section 5.008 gives the buyer the right to terminate the contract for any reason within seven days after receiving the notice. That right is independent of the option period, so a late disclosure can extend a buyer's exit window past the date the contract was signed.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What does Paragraph 7B of the TREC contract say about the disclosure?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 7B of TREC form 20-19 is a check-one-box-only election. Box 2 states that if the buyer does not receive the notice, the buyer may terminate at any time prior to closing with earnest money refunded, and that once the seller delivers it the buyer may terminate for any reason within 7 days after receiving it or prior to the closing, whichever first occurs. Closing can cut the seven days short.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Who is exempt from the Texas seller's disclosure?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Exemptions include transfers by court order, foreclosure, a trustee in bankruptcy, transfers between co-owners, transfers to a spouse or descendant, transfers by a fiduciary administering an estate, and new residences not previously occupied. The exemption is from delivering the form. It does not authorize misrepresentation or fraud.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does a Texas seller have to disclose a death in the house?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Section 5.008 states a seller or agent is not required to disclose a death on the property by natural causes, suicide, or an accident unrelated to the property's condition. A death that is related to the condition of the property is not covered by that carve-out.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the Texas seller's disclosure cover flooding?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. SB 339 from the 86th Legislature added flood questions, mandatory for contracts executed on or after September 1, 2019. They cover FEMA 100-year and 500-year floodplain status, reservoir flood pool, whether the property flooded at least once in the past five years, flood repairs, and flood insurance proceeds.""
      }
    }
  ]
}"
"what-is-the-texas-homestead-exemption","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the Texas homestead exemption in 2026?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Texas homestead exemption removes part of your home's value from property taxation. For 2026, school districts must exempt $140,000 of a residence homestead's value, up from $100,000 after voters approved Proposition 13 in November 2025. You must own and occupy the home as your principal residence on January 1.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How much is the Texas school district homestead exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""School districts must grant a $140,000 residence homestead exemption for tax year 2026. The figure was raised from $100,000 by Proposition 13, approved by Texas voters in November 2025 and implemented through SB 4 of the 89th Legislature.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Who qualifies for a Texas homestead exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""An owner who both owned and occupied the property as a principal residence on January 1 of the tax year. It applies to one home, not to rentals, second homes or vacant land. The application is filed with the county appraisal district.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When is the Texas homestead exemption deadline?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Applications are due before May 1, commonly stated as April 30. They are filed with the appraisal district for the county where the property is located. There is no fee to file with the appraisal district.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Are there other homestead exemptions besides the school district one?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. Any taxing unit may adopt a local option exemption of up to 20 percent of appraised value with a $5,000 minimum. Counties that collect a farm-to-market road or flood control tax must give a $3,000 residence homestead exemption. Owners 65 or older or disabled get an additional $60,000 from the school district.""
      }
    }
  ]
}"
"what-is-the-third-party-financing-addendum","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the Third Party Financing Addendum in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Third Party Financing Addendum is the TREC form that makes a Texas contract conditional on the buyer's loan. It identifies the loan type and terms, and it gives the buyer a deadline to terminate if the lender will not approve the buyer. The current version is TREC form 40-11, effective 01/03/2025.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the difference between Buyer Approval and Property Approval in TREC 40-11?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 2 says financing approval is obtained only when both Buyer Approval and Property Approval are obtained. Buyer Approval, in Paragraph 2A, is about the borrower's assets, income and credit history, and it expires a negotiated number of days after the effective date. Property Approval, in Paragraph 2B, is about the house, including appraisal, insurability and lender required repairs, and it runs to the 3rd day before the Closing Date.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if the buyer does not terminate under Paragraph 2A in time?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The form states that if the buyer does not terminate under Paragraph 2A, the contract shall no longer be subject to the buyer obtaining Buyer Approval. The borrower-side contingency ends on that day count. A denial after that date gives the buyer no exit under 2A, and Paragraph 2 adds that time is of the essence and strict compliance with the time for performance is required.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the buyer need a letter from the lender to terminate under the financing addendum?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. Both Paragraph 2A and Paragraph 2B require the buyer to give the seller two things: notice of termination, and a copy of a written statement from the lender setting forth the reasons for the lender's determination. A phone call from a loan officer does not satisfy that requirement.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the Third Party Financing Addendum cover a low appraisal?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Appraisal falls under Paragraph 2B, Property Approval, which lists appraisal, insurability and lender required repairs. TREC also publishes a separate Addendum Concerning Right to Terminate Due to Lender's Appraisal, form 49-1 effective 03/01/2019, which addresses the appraisal outcome specifically and is often waived or partially waived in competitive offers.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What financing types can be checked on TREC form 40-11?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 1 runs lettered A through G: conventional financing with a first and an optional second mortgage loan, a Texas Veterans Land Board loan, FHA insured financing, VA guaranteed financing, USDA guaranteed financing, reverse mortgage financing also known as a Home Equity Conversion Mortgage, and other financing. Each caps the interest rate and the Origination Charges shown on the buyer's Loan Estimate as a percentage of the loan, and each states the amount excluding any financed PMI, MIP or Funding Fee.""
      }
    }
  ]
}"
"what-is-the-trec-1-4-family-residential-contract","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the TREC One to Four Family Residential Contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The One to Four Family Residential Contract (Resale) is the TREC promulgated form Texas license holders use to sell existing single-family homes, duplexes, triplexes and four-plexes. The current version is form 20-19, effective July 1, 2026. Condominiums, builder new construction and farm and ranch each use a different form.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the current version of the TREC 1-4 family contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Form 20-19, effective 07/01/2026. The PDF runs 12 pages and carries a 05-04-2026 footer date. TREC publishes the current form numbers and effective dates on its contracts page, and several other residential forms were updated on the same date.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can a Texas REALTOR write their own contract language?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Paragraph 23 of form 20-19 is titled CONSULT AN ATTORNEY BEFORE SIGNING and states that TREC rules prohibit real estate brokers and sales agents from giving legal advice. License holders are required to use TREC promulgated forms and TREC does not write custom contracts. Custom terms are the job of a Texas real estate attorney.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Which TREC contract is used for a condo or new construction in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A condominium resale uses the Residential Condominium Contract (Resale), form 30-18. Builder new construction uses New Home Contract 24-20 for completed construction or 23-20 for incomplete construction. Vacant land uses the Unimproved Property Contract, 9-18, and acreage uses the Farm and Ranch Contract, 25-17.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How is a Texas real estate contract changed after signing?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""On the Amendment to Contract, TREC form 39-11, effective 07/01/2026, signed by both parties. Price changes, repair agreements, closing-date changes and option-period extensions belong there. Paragraph 7D of the contract warns against inserting general phrases such as 'subject to inspections' that do not identify specific repairs and treatments. Emails, texts and verbal agreements do not amend the contract.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What are the main paragraphs of the TREC 20-19 contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 5 is earnest money and the termination option, 6 is title policy and survey, 7 is property condition and the seller's disclosure election, 12 is settlement expenses and brokerage compensation, 13 is prorations, 14 is casualty loss, 15 is default, 18 is escrow, and 23 is consult an attorney before signing. The form runs 12 pages. Three paragraphs carry a printed check-one-box-only instruction — 6C for the survey, 7B for the seller's disclosure, and 7D for as-is versus listed repairs — and a blank or double-checked election is a real defect.""
      }
    }
  ]
}"
"what-is-the-va-funding-fee-and-who-is-exempt","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the VA funding fee, and who is exempt?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The VA funding fee is a one-time fee paid to the VA on most VA-guaranteed home loans, charged as a percentage of the loan amount. Veterans receiving VA compensation for a service-connected disability are exempt, as are several other groups. Exemption is documented with VA Form 26-8937, a current award letter, or a Veteran Service Center Manager letter.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What does the VA funding fee pay for?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""It funds the VA guaranty, which is the portion of a private lender's loan that the VA backs. The guaranty does not exceed 25 percent of the loan. That backing is what allows VA loans to run without monthly mortgage insurance and, for a veteran with full entitlement, without a VA loan limit.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Am I exempt from the VA funding fee if I take retirement pay instead of disability compensation?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Potentially yes. The VA's published exemptions include veterans who are eligible to receive compensation for a service-connected disability but are receiving retirement pay or active-duty pay instead. Borrowers in that position often assume they do not qualify. Raise it with the loan officer at application and let the VA's records settle it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What documents prove a VA funding fee exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""VA Form 26-8937, Verification of VA Benefits; a current VA award letter dated within the last 12 months; or a letter from a Veteran Service Center Manager. An old award letter does not satisfy the date requirement, so obtain a current one at the start of the file rather than the week of closing.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is the VA funding fee exemption the same as the Texas disabled veteran property tax exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. They are separate and one does not grant the other. The funding fee exemption is federal and applies to the loan. Texas Tax Code sections 11.22 and 11.131 govern disabled veteran property tax exemptions, filed with the county appraisal district — the Kendall Appraisal District for a property in Boerne or Kendall County.""
      }
    }
  ]
}"
"what-is-title-insurance-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is title insurance in Texas, and why is the price the same everywhere?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas title insurance premium rates are promulgated by the Texas Department of Insurance, so the premium for a given policy amount is identical at every title company in Texas. Shopping title companies is about service, escrow fees and closing experience, not premium price. The current rate schedule took effect March 1, 2026.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can you shop for a cheaper title company in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Not on premium. The premium is set by the Texas Department of Insurance and is the same at every title company for a given policy amount. Escrow and closing fees, ancillary charges, and how competently a company clears a difficult title issue do differ, and those are worth comparing.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the difference between an owner's policy and a lender's policy in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The owner's policy protects the buyer's ownership interest against covered defects that existed before the policy date. The lender's policy protects the lender's lien in the amount of the loan and does not protect the buyer's equity. A buyer with only a lender's policy has no coverage of their own.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Who pays for title insurance in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""It is negotiated in the contract, not fixed by law. Paragraph 6A of TREC form 20-19 makes it a checkbox: the owner policy is furnished at Seller's or Buyer's expense. Custom in much of Texas is that the seller pays for the owner's policy and the buyer pays for the lender's policy, but custom varies by market and moves in competitive situations.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the survey exception on a Texas title policy?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""An exception excluding anything a survey would have shown: discrepancies, conflicts, shortages in area or boundary lines, encroachments, protrusions and overlapping improvements. Paragraph 6A(8) of TREC form 20-19 makes it a checkbox: the exception will not be amended, or it will be amended to read 'shortages in area' at the buyer's or seller's expense. Amending it requires a survey the title company and lender accept.""
      }
    }
  ]
}"
"what-should-i-know-about-septic-and-wells-in-the-hill-country","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What should I know about septic systems and water wells in the Texas Hill Country?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A Hill Country property on a septic system and a private well carries due diligence a city-connected house does not. The buyer is responsible for inspecting the on-site sewage facility, testing and evaluating the well, and gathering permits and maintenance records, all inside the option period. TREC form 61-0 covers groundwater and surface water rights.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does a home inspection cover the septic system and the well?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. A general inspection under the TREC Property Inspection Report, form REI 7-6, is not a septic inspection and does not test water. A septic or OSSF inspector and a water test are separate items that have to be booked separately, and both have to fit inside the option period.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What documents should a buyer request on a well and septic property?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The OSSF permit and as-built site plan, the aerobic system maintenance contract and service records, pumping records, the well report or driller's log, pump service records, water test results, and any shared well agreement. A shared well agreement is a legal document and should be reviewed by a Texas real estate attorney.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Who regulates groundwater in Kendall County, Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Cow Creek Groundwater Conservation District. It monitors conditions using roughly 42 monitor wells, stream gauges on Cibolo Creek and the Guadalupe River, and more than 100 rain gauge sites, and it sets drought stages that carry pumping restrictions. Current stage and rules should be checked at ccgcd.org.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is TREC form 61-0?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Seller's Disclosure about Groundwater and Surface Water Rights, effective 07/01/2026. Water rights on a rural Texas property are not automatically what a buyer assumes, and the form puts the seller's statements about them in writing. It is a disclosure, not a substitute for inspection.""
      }
    }
  ]
}"
"what-surprises-out-of-state-buyers-about-texas-real-estate","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What surprises out-of-state buyers about buying a house in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The biggest surprises are the option period, which lets a Texas buyer terminate for any reason; that no attorney is required and the title company runs closing; that title insurance premiums are set by the state, so they are identical everywhere; and that annual reappraisal replaces a state income tax.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do you need a lawyer to buy a house in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. No attorney is required to close a residential transaction in Texas. The title company acts as escrow agent, runs the title search, issues the title commitment and policy, prepares closing documents and disburses funds. Hiring an attorney is optional. Because license holders cannot draft contract language, custom terms still require a Texas real estate attorney.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does title insurance cost more at some Texas title companies?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Texas title insurance premium rates are promulgated by the Texas Department of Insurance, so the premium for a given policy amount is identical at every title company in the state. The current schedule is effective March 1, 2026. Compare title companies on service rather than premium.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if the seller gives the disclosure notice late in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Under Texas Property Code 5.008, if the contract is signed without the seller having given the required seller's disclosure notice, the buyer may terminate the contract for any reason within 7 days after receiving it. That right runs on its own clock, separate from the option period.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do I have to buy a new survey when I buy a house in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Not necessarily. If the lender and title company accept the seller's existing survey together with a T-47 notarized affidavit, or the T-47.1 declaration in lieu of affidavit introduced November 1, 2024, the buyer does not need a new survey and the policy's survey exception can be amended. A seller who has added a deck, pool, shed or fence since the survey cannot sign it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When does a Texas homestead exemption start for a new buyer?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""You must have owned and occupied the home as your principal residence on January 1 of the tax year, with an application deadline before May 1. A buyer closing in February does not get the exemption that year. The exemption is filed with the appraisal district, is not automatic, and does not transfer from the seller.""
      }
    }
  ]
}"
"who-pays-closing-costs-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""Who pays closing costs in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Who pays closing costs in Texas is negotiated in the contract, not fixed by law. Custom in much of Texas is that the seller pays the owner's title policy and the buyer pays lender and loan-related costs, but every line is negotiable. Your lender's Loan Estimate and the title company's fee sheet give the actual numbers.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does Texas law require the seller to pay the owner's title policy?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Paragraph 6A of TREC form 20-19 reads that Seller shall furnish the owner policy of title insurance at Seller's or Buyer's expense, with a checkbox for each. It is custom in much of Texas for the seller to pay it, not law, and in some markets the buyer does. It can be changed afterward on the Amendment to Contract, form 39-11.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What expenses does the TREC contract assign to each party in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 12A(1) assigns the seller lien releases including prepayment penalties and recording fees, release of seller's loan liability, tax statements or certificates, preparation of deed, and one-half of the escrow fee. Paragraph 12A(2) assigns the buyer appraisal, loan application, origination, credit report and loan document fees, the loan title policy with lender endorsements, one-half of the escrow fee, prepaid flood and hazard insurance premiums and reserves, and PMI, the VA Loan Funding Fee or FHA MIP as required by the lender.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is real estate commission set by law in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Paragraph 12B of TREC form 20-19 states that brokerage compensation is not set by law and is fully negotiable, and that each party pays their own broker under separate written agreements. Optional checkboxes let one party contribute toward the other's broker compensation, but those contributions do not change either party's obligation under its own agreement.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can the seller pay the buyer's closing costs in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. A seller contribution is written into the contract and appears as a seller credit on the settlement statement. The limit is set by the buyer's loan program, not by the contract, and it varies by loan type, occupancy and down payment. The lender is the only source for that cap.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How do I find out my actual closing costs in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Two documents. The Loan Estimate from your lender itemizes loan costs and other costs and gives the estimated cash to close. The title company handling the transaction will produce an estimated settlement statement using the actual sales price, the actual tax rates for the property and the actual policy amount.""
      }
    }
  ]
}"
"who-pays-for-the-survey-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""Who pays for the survey in a Texas real estate transaction?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Who pays for the survey is negotiated in the contract, not set by Texas law. The TREC contract has a paragraph where the parties choose. Custom in much of Texas is that the seller furnishes an existing survey with a T-47 affidavit, and the buyer pays for a new one if the existing survey is not acceptable.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does Texas law say the seller pays for the survey?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. No Texas statute assigns the survey cost. Paragraph 6C of TREC form 20-19 presents three mutually exclusive options under the instruction Check one box only, and paragraph 6A(8) separately allocates the cost of amending the survey exception. It is negotiable in the offer and can be changed later on the Amendment to Contract, form 39-11.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can a buyer in Texas use the seller's old survey?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Often, yes. Paragraph 6C(1) of TREC form 20-19 has the seller furnish the existing survey together with a T-47 Affidavit or T-47.1 Declaration, both named in the contract. If the title company and lender accept the package, no new survey is required. Some lenders require a current survey regardless.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if the title company will not accept the existing survey?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 6C(1) says the buyer obtains a new survey at Seller's or Buyer's expense — a separate checkbox inside that option — no later than 3 days prior to the Closing Date. That is different from the seller simply failing to furnish the survey and affidavit, in which case the new survey is at Seller's expense with no election.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if a Texas buyer elects to get the survey and then does not?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 6C(2) states that if the buyer fails to obtain the survey, the buyer may not terminate under Paragraph 2B of the Third Party Financing Addendum because the survey was not obtained. The buyer forfeits the financing exit and remains in the contract with earnest money exposed.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How much does a survey cost in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""It is set by the individual surveyor and varies with acreage, terrain, how well existing corners are marked, and how much record research the tract needs. A platted subdivision lot and a large rural tract are not comparable jobs. Get a quote from a licensed Texas surveyor for the specific property.""
      }
    }
  ]
}"
"why-are-homes-in-boerne-so-expensive","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""Why are homes in Boerne, Texas so expensive?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Boerne prices are driven by structural scarcity, not hype. Kendall County grew 20.3 percent from 2020 to 2025 on domestic migration, Boerne ISD has six straight A ratings, Hill Country terrain and groundwater regulation limit how densely land can be developed, and I-10 puts San Antonio jobs 31 miles away.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the median home price in Boerne, Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Published figures vary by source, ZIP code and month. Zillow reported an average Boerne home value of roughly $554,983 as of September 2026, which is a model estimate rather than closed-sale data. Ask a local agent for current MLS sold figures for your specific ZIP and price band.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does water availability affect Boerne home prices?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes, indirectly. Boerne draws water from Canyon Lake through the Guadalupe-Blanco River Authority, from Boerne City Lake, and from Trinity Group aquifer wells. Groundwater is regulated countywide by the Cow Creek Groundwater Conservation District, which limits how densely land can be developed and constrains new supply.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do Boerne ISD school ratings push home prices up?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Boerne ISD has earned an A rating from the Texas Education Agency for six consecutive years and scored 92 points in the 2024-2025 ratings. A rating record that long concentrates relocating-family demand inside district boundaries, which shows up in price.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Are Boerne property taxes included in the sale price comparison?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The City of Boerne 2025 rate is 0.4716 per $100 and the Boerne ISD 2025 rate is 1.0109 per $100. Texas reappraises at market value annually, so a seller's current tax bill can understate a buyer's future bill. Have a lender underwrite the payment on an unexempted valuation.""
      }
    }
  ]
}"
